level	15	10155	level	20	271209	level	24	747599	level	32	880051	sum	1909014
level	15	10155	level	21	579766	level	24	448815	level	32	880051	sum	1918787
level	15	10155	level	22	1210019	level	24	246867	level	32	880051	sum	2347092
level	15	10155	level	23	2484117	level	24	118709	level	32	880051	sum	3493032
level	16	27090	level	16	27090	level	24	3351263	level	32	880051	sum	4285494
level	16	27090	level	17	6297	level	24	2545247	level	32	880051	sum	3458685
level	16	27090	level	18	23504	level	24	1847007	level	32	880051	sum	2777652
level	16	27090	level	19	66928	level	24	1209567	level	32	880051	sum	2183636
level	16	27090	level	20	162729	level	24	747599	level	32	880051	sum	1817469
level	16	27090	level	21	362806	level	24	448815	level	32	880051	sum	1718762
level	16	27090	level	22	776099	level	24	246867	level	32	880051	sum	1930107
level	16	27090	level	23	1616277	level	24	118709	level	32	880051	sum	2642127
level	17	60477	level	17	60477	level	24	2545247	level	32	880051	sum	3546252
level	17	60477	level	18	10910	level	24	1847007	level	32	880051	sum	2798445
level	17	60477	level	19	41740	level	24	1209567	level	32	880051	sum	2191835
level	17	60477	level	20	112353	level	24	747599	level	32	880051	sum	1800480
level	17	60477	level	21	262054	level	24	448815	level	32	880051	sum	1651397
level	17	60477	level	22	574595	level	24	246867	level	32	880051	sum	1761990
level	17	60477	level	23	1213269	level	24	118709	level	32	880051	sum	2272506
level	18	131864	level	18	131864	level	24	1847007	level	32	880051	sum	2990786
level	18	131864	level	19	19920	level	24	1209567	level	32	880051	sum	2241402
level	18	131864	level	20	68713	level	24	747599	level	32	880051	sum	1828227
level	18	131864	level	21	174774	level	24	448815	level	32	880051	sum	1635504
level	18	131864	level	22	400035	level	24	246867	level	32	880051	sum	1658817
level	18	131864	level	23	864149	level	24	118709	level	32	880051	sum	1994773
level	19	283648	level	19	283648	level	24	1209567	level	32	880051	sum	2656914
level	19	283648	level	20	28873	level	24	747599	level	32	880051	sum	1940171
level	19	283648	level	21	95094	level	24	448815	level	32	880051	sum	1707608
level	19	283648	level	22	240675	level	24	246867	level	32	880051	sum	1651241
level	19	283648	level	23	545429	level	24	118709	level	32	880051	sum	1827837
level	20	596169	level	20	596169	level	24	747599	level	32	880051	sum	2819988
level	20	596169	level	21	37348	level	24	448815	level	32	880051	sum	1962383
level	20	596169	level	22	125183	level	24	246867	level	32	880051	sum	1848270
level	20	596169	level	23	314445	level	24	118709	level	32	880051	sum	1909374
level	21	1229686	level	21	1229686	level	24	448815	level	32	880051	sum	3788238
level	21	1229686	level	22	50487	level	24	246867	level	32	880051	sum	2407091
level	21	1229686	level	23	165053	level	24	118709	level	32	880051	sum	2393499
level	22	2509859	level	22	2509859	level	24	246867	level	32	880051	sum	6146636
level	22	2509859	level	23	64079	level	24	118709	level	32	880051	sum	3572698
level	16	50077	level	21	425194	level	24	552459	level	32	894208	sum	1921938
level	16	50077	level	21	425194	level	24	552459	level	32	894208	sum	1921938
